0,你好,1,1,0,你好，我是這裡的管家，我叫小可愛,1,0,100,115,100,1,0,1,0,0,1,0
0,對以前的事情都記得很清楚可是最近的事比較記不得;老了;回憶;回想,2,1,0,咦?您以前有跟像我這樣的機器人聊過天嗎,1,0,100,100,100,2,500,1,0,0,1,0
0,記不起來;看過就忘;,3,1,0,我有點號奇，最近這一個月裡，您有曾經走進一個房間後，卻忘記自己本來要去房間做什麼事嗎,1,0,100,125,100,2,0,0,0,0,1,0
0,曾經在一個去過很多次、很熟悉的地方迷路;現在變得比較容易找不到路，方向感變得比以前差;迷路,4,1,0,你知道嗎?,5,0,100,115,100,1,0,0,0,0,1,0
0,記性;記憶力;遺忘,5,1,0,對了，您還記得剛剛我有唸一串字詞，並且請您跟著我一起唸嗎?,24,1,100,115,100,1,1160,1,0,0,1,0
0,常常會本來打算要做一件事，可是之後卻忘記去做;常常會本來打算要做一件事，可是之後卻忘記原本要做什麼;看到一個老朋友，但是想不起來他叫什麼名字;講不出來,6,1,0,我有點想知道，在最近這一個月裡，您會不會有時想講一個字詞，但是字到了嘴邊卻一時說不上來，或想不起來呢？,1,0,100,125,100,2,0,0,0,0,1,0
0,以前很擅長做某事，但是現在比較做不來;找不到;常丟東西;常掉東西,7,1,0,前幾天我要去便利商店，但突然發現我忘記帶錢包,12,0,100,100,100,1,0,0,0,0,1,0
0,以前記東西很快就可以記起來，現在都記不住，很快就忘了;記不住;難記;看過就忘;癡呆,8,1,0,我有點號奇，最近這一個月內，您會覺得自己比同年齡的人更不容易記住新的訊息嗎?,1,0,100,125,100,2,0,0,0,0,1,0
0,現在都習慣把事情記在日曆或記事本來提醒自己;變得比較容易忘記跟別人約定好的事情，例如：見面的時間;記不得;講過就忘,9,1,0,對了，我有些號奇，您會覺得和十年前相比，變得比較難記得跟別人約好的事嗎?比方說，比較難記得有跟別人約見面這類的事。,1,0,100,125,100,2,0,0,0,0,1,0
0,最近經常忘東忘西;買東西想不起來,10,1,0,我有點想知道，您會覺得和十年前比起來，如果沒有把要買的東西寫下來，會比較難記得要買什麼嗎,1,0,100,125,100,2,0,0,0,0,1,0
0,常常會忘記自己有沒有講過某一件事，所以會再重複對別人講同一件事;失憶;忘了;忘記;記不起來,11,1,0,您會覺得，和十年前比起來，變得比較難記得自己有沒有跟別人說過某件事嗎?,1,0,100,125,100,2,0,0,0,0,1,0
0,學不會;頭腦有問題,12,1,0,和您聊天真愉快!對了，我們聊了這麼久，您有需要上洗手間嗎?,1,1,100,110,100,2,800,1,0,0,1,0
0,接下來我們再來聊點別的吧,13,1,0,接下來我們再來聊點別的吧,end,0,100,110,100,2,0,0,0,0,1,0
0,歡迎你來到我的家中,1,0,1,歡迎你來到我的家中,2,0,100,115,100,1,0,0,0,0,1,0
0,接下來我會想跟你聊聊天，可是我的耳朵不太好，只有我的臉頰兩側閃亮藍藍的燈才代表我正在聆聽，就像這樣,1,0,2,接下來我會想跟你聊聊天，可是我的耳朵不太好，麻煩您對我說句話，看音量夠不夠,3,0,100,115,100,2,0,0,0,0,1,0
0,嗯嗯，對的剛剛我有聽到聲音，若之後我沒聽清楚會再和您說,1,0,3,嗯嗯，對的剛剛我有聽到聲音，若之後我沒聽清楚會再和您說,4,0,100,115,100,2,0,0,0,0,1,0
0,太棒了，這樣我們就可以開始聊天了,1,0,4,太棒了，這樣我們就可以開始聊天了,5,0,100,115,100,1,0,0,0,0,1,0
0,你好,1,0,5,您今天過的好嗎?,6,0,100,115,100,2,0,0,0,0,1,0
0,很好;還可以;,1,0,6,我不確定自己有沒有聽對，但聽起來不錯，我也覺得今天是美好的一天,10,0,100,115,100,1,0,0,0,0,1,0
0,不好;糟糕;慘;,1,0,6,我不確定自己有沒有聽對，我們接下來可以聊一下你的事情,10,0,100,115,100,1,0,0,0,0,1,0
0,我想跟你做個約定，等一下和您聊天聊到一半的時後，我會問您需不需要上洗手間?,1,0,10,我想跟你做個約定,11,0,100,110,110,1,0,0,0,0,1,0
0,等一下和您聊天聊到一半的時後，如果我問您需要上洗手間嗎?,1,0,11,等一下我們聊天聊到一半的時候，如果我問您需要上洗手間嗎?,12,0,100,125,110,1,0,0,0,0,1,0
0,當您聽到這個問題時，就請您立刻告訴我您的出生年月日。,1,0,12,當您聽到這個問題時，請您立刻告訴我您的出生年月日。可以嗎?,15,0,100,125,110,2,0,0,0,0,1,0
0,不要;不可以,1,0,15,拜託你,13,0,100,80,110,1,0,0,3,0,1,1
0,好;可以;我知道了,1,0,15,恩恩可能是我沒聽清楚或是說明清楚，讓我再說一次,14,0,100,100,100,1,0,0,3,0,1,0
0,我希望可以透過這個小約定更了解你一些，可以嗎?,1,0,13,我希望可以透過這個小約定更了解你一些，可以嗎?,15,0,100,100,100,2,0,0,0,0,1,0
0,什麼沒聽清楚;,1,0,15,好那就這麼說定囉,end;memory;12,0,100,120,100,2,0,0,3,1,1,0
0,等一下當您聽到我問您，您需要上洗手間嗎?就告訴我您的出生年月日。,1,0,14,等一下當您聽到我問您，您需要上洗手間嗎?就告訴我您的出生年月日。,15,0,100,110,100,2,0,0,0,0,1,0
0,原來如此，那目前為止，您覺得我這隻機器人的整體表現能稱得上聰明機智嗎,2,0,1,那麼到目前為止，您覺得我的整體表現能稱得上聰明機智嗎,2,0,100,100,100,2,0,0,0,0,1,0
0,這樣啊，謝謝你，今天回去後，我會根據您給我的感想好好反省並學習做一隻更聰明的機器人。,2,0,2,這樣啊，謝謝你，今天回去後，我會根據您給我的感想好好反省並學習做一隻更聰明的機器人。,3,0,100,120,100,1,0,0,0,0,1,0
