0,你好,1,1,0,您好，我記得我們見過面，歡迎回來。今天我會問您一些問題來了解您對我的看法，但請您回答時不用顧忌我這隻機器人的感受，照實回答即可，可以嗎？,1,1,100,120,100,2,0,1,0,0,1,0
0,經過剛剛的相處，您應該已經知道我可以做到哪些事情了，請問您覺得使用我可以讓你的生活更方便嗎,2,1,0,經過剛剛的相處，您應該已經知道我可以做到哪些事情了，請問您覺得使用我可以讓你的生活更方便嗎,1,1,100,120,100,2,0,1,0,0,1,0
0,我除了這段時間展現出來的能力之外，還有很多沒有讓您知道的功能,3,1,0,除了實驗中展現出來的能力之外，你會不會對我的其他功能感到好奇呢?,1,0,100,120,100,2,2400,0,0,0,1,0
0,我常常希望我這隻機器人可以跟人一樣擁有真正的生命，那您可以想像我是一種真實存在的生物嗎？,4,1,0,我希望之後能更自然的為大家提供服務，所以想知道您在跟我互動時，會不會感覺像是在跟真人互動呢？,1,0,100,120,100,2,2600,0,0,0,1,0
0,你平常喜歡看圖或是看字來了解新資訊呢？,5,1,0,你平常喜歡看圖或是看字來了解新資訊呢？,1,0,100,120,100,2,0,0,0,0,1,0
0,你在看完報章雜誌之後，比較容易記得圖片或是文字呢？,6,1,0,你在看完報章雜誌之後，比較容易記得圖片或是文字呢？,1,0,100,120,100,2,0,0,0,0,1,0
0,謝謝您跟我說這麼多，時間雖然短暫，但是我覺得我們的互動是愉快的。其實，我覺得我們還挺類似的，請問您同不同意呢？,7,1,0,謝謝您跟我說這麼多，時間雖然短暫，但是我覺得我們的互動是愉快的。其實，我覺得我們還挺類似的，請問您同不同意呢？,1,1,100,120,100,2,0,1,0,0,1,0
0,好的，謝謝您，我從您身上得到許多寶貴的意見。最後一個問題，如果您可以隨意指定我的用途，您會希望我擁有什麼功能呢？,8,1,0,我從您身上得到許多寶貴的意見。最後一個問題，如果您可以隨意指定我的用途，您會希望我擁有什麼功能呢？,1,1,100,120,100,2,0,1,0,0,1,0
0,那在你的親朋好友中，有人擁有像我這樣會跟人說話聊天的機器人嗎？,9,1,0,那在你的親朋好友中，有人擁有像我這樣會跟人說話聊天的機器人嗎？,1,0,100,120,100,2,3000,0,0,0,1,0
0,您覺得我使用上方便嗎?,10,1,0,我最近在煩惱要怎麼變成更好的機器人，想問問你的想法。你覺得我使用起來方便嗎?,1,0,100,120,100,2,2900,0,0,0,1,0
0,太好了，那我們開始囉,1,0,1,太好了，那我們開始囉,end;attitude;2,0,100,120,100,2,0,0,0,0,1,0
0,可以;同意,2,0,1,謝謝您的肯定，那我還想知道您是否覺得這段時間跟我互動的很好呢？,2,0,100,120,100,2,0,0,0,0,1,0
0,不可以;不同意,2,0,1,看來我還有很多可以跟人類學習、進步的空間。請多告訴我一些資訊。例如，您是否覺得這段時間跟我互動良好呢？,2,0,100,120,100,2,0,0,0,0,1,0
0,還好;我覺得還好;一點點,2,0,1,請問您同不同意使用我可以讓你的生活更方便呢？,1,0,100,120,100,2,0,0,0,0,1,0
0,不好;很好;同意;不同意,2,0,2,謝謝你告訴我，那我的功能可以幫助您改善您的生活品質嗎？,3,0,100,120,100,2,0,0,0,0,1,0
0,還好;我覺得還好;一點點;普通;不知道;不確定,2,0,2,您是否同意這段時間跟我互動的很好呢？,2,0,100,120,100,2,0,0,0,0,1,0
0,可以;不可以;同意;不同意,2,0,3,我知道了，那您認為我可以幫助您，讓您的生活更有效率嗎？,4,0,100,120,100,2,0,0,0,0,1,0
